id,judul,link,harga,lokasi,image_url,image_path,kamar_tidur,kamar_mandi,parkir,luas_bangunan,luas_tanah,waktu_update
79,Jarang Ada!!!! Rumah Mewah 2 Lantai Mediteran Lux Dengan Kolam Renang Pribadi Dalam Perumahan Elite Casa Grande Maguwoharjo Depok Sleman Dekat Kampus Upn,https://www.rumah123.com/properti/yogyakarta/hos18197311/,11000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/2071421/60d771e7c1dbead72c4ae7f2e7fa0c98.jpg,property_images\property_79.jpg,6.0,6.0,2.0,,,2024-11-07 13:26:49.030660
80,Rumah di Jual Tengah Pusat Jogja Kota Warungboto Umbulharjo Yogyakarta SHM Bagus,https://www.rumah123.com/properti/yogyakarta/hos15600414/,950.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://pic.rumah123.com/r123/720x420-crop/house/ho14/14136489/original/hos14136489-06-15-09-37-11-36be7014-5cbb-4831-b248-c8d03ad9a634.jpg,property_images\property_80.jpg,3.0,2.0,,,,2024-11-08 01:26:56.581174
81,Rumah Shm Dijual Baciro Jogja Gondokusuman Yogyakarta Bagus,https://www.rumah123.com/properti/yogyakarta/hos15600432/,1000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://pic.rumah123.com/r123/720x420-crop/house/ho14/14136468/original/hos14136468-06-16-10-47-06-035134e0-909f-46c6-b17e-a2738249d9f4.jpg,property_images\property_81.jpg,4.0,3.0,2.0,,,2024-11-07 13:27:04.847469
82,Rumah Shm Dijual Jogja Kota Dekat Malioboro Tegalrejo Yogyakarta,https://www.rumah123.com/properti/yogyakarta/hos15600256/,3000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://pic.rumah123.com/r123/720x420-crop/house/ho14/14136740/original/hos14136740-03-24-02-55-48-339f2f8c-6548-46c0-9fe8-09057ece0bdd.jpg,property_images\property_82.jpg,4.0,2.0,1.0,,,2024-11-07 13:27:10.391376
83,Rumah di Jual Jogja Kota Dekat Malioboro Demakan Baru Tegalrejo Yogyakarta SHM Selatan,https://www.rumah123.com/properti/yogyakarta/hos15600427/,2000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://pic.rumah123.com/r123/720x420-crop/house/ho14/14136475/original/hos14136475-06-16-04-05-28-d352dec1-ee10-449a-af0d-f2e3370f385e.jpg,property_images\property_83.jpg,6.0,3.0,,,,2024-11-08 01:27:14.442778
84,Rumah 2 Lantai Furnished Shm Jogja Kota Umbulharjo Yogyakarta,https://www.rumah123.com/properti/yogyakarta/hos18276127/,1000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/2070828/e9763ae01ee5bff4481fa4c97b719355.jpg,property_images\property_84.jpg,3.0,2.0,,,,2024-11-07 13:27:18.053859
85,Rumah 2 Lantai Perumahan Timoho Jogja Kota Umbulharjo Yogyakarta,https://www.rumah123.com/properti/yogyakarta/hos18276126/,1000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/2070828/6ba2414efa7f700c4d843f0a0a5748fa.jpg,property_images\property_85.jpg,4.0,3.0,,,,2024-11-07 13:27:20.674070
86,"Rumah Baru Modern Minimalis SHM di Seyegan, Sleman",https://www.rumah123.com/properti/yogyakarta/hos18187016/,299.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/2044719/ae61b7e966c2ba3c0612eb84466f1fb5.jpg,property_images\property_86.jpg,2.0,1.0,1.0,,,2024-11-07 13:27:21.105503
87,Rumah Smart Home Murah Dekat Pasar Godean Sleman Yogyakarta,https://www.rumah123.com/properti/yogyakarta/hos18334570/,299.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/2044719/061a45022f42fe7eed5f47beec2633b6.jpg,property_images\property_87.jpg,2.0,1.0,1.0,,,2024-11-07 13:27:21.829150
88,Kos Eklusif fully furnished daerah Seturan Yogyakarta,https://www.rumah123.com/properti/yogyakarta/hos16689425/,10000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/1807084/2024-03-16-17-45-43-0b48e8dd-dd5b-4dd0-ad20-f07553888600.jpg,property_images\property_88.jpg,22.0,22.0,1.0,,,2024-11-07 13:27:22.324497
89,Rumah 2 Lantai Dijual Jogja Baciro Timoho Gondokusuman Kota Yogya,https://www.rumah123.com/properti/yogyakarta/hos18250282/,2000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/1927716/2024-03-24-02-57-07-cb1cdef7-6003-423e-a06c-d3d7fb68baf7.jpg,property_images\property_89.jpg,4.0,3.0,1.0,,,2024-11-07 13:27:23.154783
90,Rumah Perumahan Dijual Balaikota Jogja Gondokusuman Yogyakarta,https://www.rumah123.com/properti/yogyakarta/hos17980774/,2000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/1925801/2024-05-21-04-31-00-81721a60-9b7e-4726-88ef-5219464995a5.jpg,property_images\property_90.jpg,3.0,2.0,2.0,,,2024-11-07 13:27:23.832454
91,Rumah Kolonial di Sagan Gondokusuman Dekat Galeria Mall Ugm,https://www.rumah123.com/properti/yogyakarta/hos12723878/,24000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/1739800/2023-02-11-14-39-52-c2b84c49-6d07-42a8-829a-97c1bc092f54.jpg,property_images\property_91.jpg,6.0,3.0,5.0,,,2024-11-06 13:27:24.331586
92,"Jual Murah Rumah Sleman Siap Huni, Tepi Jalan Aspal",https://www.rumah123.com/properti/yogyakarta/hos18381960/,670.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/1980277/238fd09a1020a55723be7be510e6d63b.jpg,property_images\property_92.jpg,2.0,1.0,1.0,,,2024-11-06 13:27:24.905334
93,Dijual Cepat Rumah Bagus Dekat Kampus Uii Dan Ugm Yogyakarta,https://www.rumah123.com/properti/yogyakarta/hos17138853/,2000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/1980277/2024-05-18-05-42-14-576103ad-95cd-4cf7-8dab-1b029c0cd2db.jpg,property_images\property_93.jpg,4.0,3.0,1.0,,,2024-11-06 13:27:25.665563
94,Rumah Dijual Murah Di Umbulharjo Kota.bisa Kpr Buruan Gerceep  !!,https://www.rumah123.com/properti/yogyakarta/hos12447798/,2000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/1105039/2023-01-14-04-43-59-cc3b4405-48ad-42f3-9f1e-8763d9eae042.jpg,property_images\property_94.jpg,3.0,3.0,2.0,,,2024-11-06 13:27:26.215882
95,Dijual Rumah Desain Minimalis Modern 2 Lantai 3 Kt Dan 3 Km di Maguwoharjo,https://www.rumah123.com/properti/yogyakarta/hos18384796/,1000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/2014484/ec1ddb40cf4e6284d5b0b26e8ece1463.jpg,property_images\property_95.jpg,3.0,3.0,2.0,,,2024-11-06 13:27:26.729931
96,Stylish Full Furnished Rumah Baru di Sleman Dekat Kampus Uii,https://www.rumah123.com/properti/yogyakarta/hos18583108/,1000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/1776788/d012ecf2c9a35b8ac84cb6301da445ba.jpg,property_images\property_96.jpg,3.0,3.0,1.0,,,2024-11-06 13:27:27.182189
97,Bonus 4 Ac Rumah Dalam Perum di Sleman Dekat Sma Budi Mulia 2,https://www.rumah123.com/properti/yogyakarta/hos18585450/,1000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/1776788/a243d796a950b6c2144c134ef7d4da34.jpg,property_images\property_97.jpg,3.0,1.0,1.0,,,2024-11-06 13:27:27.843356
98,"Free Bphtb .Jual Rumah Baru Dalam Kota Jogja, Furnish",https://www.rumah123.com/properti/yogyakarta/hos18421990/,1000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/2028539/36cd6af01af3ed145cc92e10306cb99a.jpg,property_images\property_98.jpg,3.0,3.0,2.0,,,2024-11-06 13:27:28.445843
99,"Jual Cepat Butuh Uang, Rumah di Jogja Kota Dekat Gembiraloka",https://www.rumah123.com/properti/yogyakarta/hos17881315/,1000.0,"Rumah123 adalah platform properti terbesar dan tepercaya di Indonesia. Kami berkomitmen untuk menjaga kepercayaan para pencari properti dengan hanya menayangkan iklan yang kredibel dan terpercaya. Oleh karena itu, setiap Project perlu melalui proses verifikasi. Ajak Developer untuk memverifikasi Project ini bersama tim Rumah123",https://picture.rumah123.com/r123-images/720x420-crop/customer/2028539/7efa9b0a1b575392661b714a9f4ac49c.jpg,property_images\property_99.jpg,3.0,2.0,1.0,,,2024-11-06 13:27:28.925982
