Judul,Lokasi,Harga,Kamar,WC,Parkir,Luas_Tanah,Luas_Bangunan,Harga_Normalized,Kamar_Normalized,WC_Normalized,Parkir_Normalized,Luas_Tanah_Normalized,Luas_Bangunan_Normalized,Judul_Clean,Lokasi_Clean,Deskripsi_Clean,Keywords_Clean
Rumah Cantik Luas Jalan Kaliurang Km 10 Gentan,"Ngaglik, Sleman",795000000.0,3.0,2.0,1,112.0,80.0,0.0007607874149744986,0.025316455696202535,0.005319148936170213,0.0,3.171429477551279e-05,6.752142523198738e-05,rumah cantik luas jalan kaliurang km 10 gentan,ngaglik sleman,rumah baru cantik fresh tata ruang lega harga murah jalan kaliurang km 10 dekat pasar,rumah dekat pusat belanja dekat sekolah dekat landmark
Rumah Baru Mewah Modern Wedomartani Dekat Tengkleng Gajah,"Ngaglik, Sleman",865000000.0,3.0,2.0,1,120.0,75.0,0.0008308599400379393,0.025316455696202535,0.005319148936170213,0.0,3.400000971428849e-05,6.324791730591223e-05,rumah baru mewah modern wedomartani dekat tengkleng gajah,ngaglik sleman,sisa 2 unit kembar harga 865 juta nego legalitas shm,rumah dekat pusat belanja dekat sekolah dekat tempat wisata
Rumah Cantik Dekat Beringin Purwomartani Sleman,"Ngemplak, Sleman",685000000.0,3.0,1.0,1,97.0,65.0,0.0006506734470176633,0.025316455696202535,0.0,0.0,2.742857926530836e-05,5.4700901453761926e-05,rumah cantik dekat beringin purwomartani sleman,ngemplak sleman,rumah cantik minimal tata ruang manis purwomartani sleman tipe 65 luas tanah 97 m2 3 kamar tidur,rumah dekat pusat belanja
Rumah Mewah Shm 2 Lantai Dalam Perumahan Elite Dekat Hyatt,"Ngaglik, Sleman",19000000000.0,3.0,2.0,2,136.0,115.0,0.018984649111830745,0.025316455696202535,0.005319148936170213,0.05263157894736842,3.8571439591839886e-05,9.743598071451343e-05,rumah mewah shm 2 lantai rumah elite dekat hyatt,ngaglik sleman,rumah mewah 2 lantai strategis rumah elite security 24 jam dekat hotel hyatt fresh like,rumah dekat sekolah
Rumah Baru Cantik View Sawah Dekat Jl. Kaliurang Km 12,"Ngaglik, Sleman",699000000.0,3.0,1.0,1,702.0,70.0,0.0006646879520303514,0.025316455696202535,0.0,0.0,0.00020028577151022045,5.897440937983708e-05,rumah baru cantik view sawah dekat jl kaliurang km 12,ngaglik sleman,rumah baru cantik minimal siap huni clister view sawah jalan kaliurang km 12 dekat pondok,rumah siap huni dekat sekolah dekat landmark
Rumah 2 Lantai Scandinavian Dekat Kotagede Di Baturetno,"Kotagede, Yogyakarta",117000000000.0,3.0,2.0,1,127.0,98.0,0.11708618420064767,0.025316455696202535,0.005319148936170213,0.0,3.6000010285717225e-05,8.290605376585792e-05,rumah 2 lantai scandinavian dekat kotagede baturetno,kotagede yogyakarta,rumah mewah elegan 2 lantai desaign scandinavian modern siap huni privat cluster baturetno,rumah siap huni dekat sekolah
Rumah Mewah 2 Lantai Strategis Dekat Blok O Ringroad Selatan,"Banguntapan, Bantul",117000000000.0,3.0,2.0,1,98.0,127.0,0.11708618420064767,0.025316455696202535,0.005319148936170213,0.0,2.7714293632655323e-05,0.00010769239973709379,rumah mewah 2 lantai strategis dekat blok o ringroad selatan,banguntapan bantul,rumah mewah elegan 2 lantai desaign scandinavian modern siap huni privat cluster baturetno,rumah siap huni dekat sekolah
Rumah Modern Full Furnished Dekat Polres Sleman Jl Magelang,"Sleman, Sleman",750000000.0,3.0,2.0,1,120.0,60.0,0.0007157407917194296,0.025316455696202535,0.005319148936170213,0.0,3.400000971428849e-05,5.042739352768678e-05,rumah modern full furnished dekat polres sleman jl magelang,sleman sleman,rumah modern smart home furnished catur harjo sleman dekat polres sleman akses jalan komplek,rumah full furnished dekat pusat belanja dekat landmark
Rumah Baru Strategiss Scandinavian Dalam Perumahan Utara Jogjabay,"Depok, Sleman",842000000.0,3.0,2.0,1,157.0,60.0,0.0008078361103742373,0.025316455696202535,0.005319148936170213,0.0,4.4571441306126086e-05,5.042739352768678e-05,rumah baru strategiss scandinavian rumah utara jogjabay,depok sleman,rumah baru gress desain modern scandinavian style wedomartani ngemplak sleman yogyakarta tata,rumah dekat sekolah dekat tempat wisata
Rumah Klasik Joglo Full Kayu Jati Dengan Di Jalan Kaliurang Km 13,"Ngaglik, Sleman",495000000000.0,5.0,5.0,3,607.0,500.0,0.4954778195432272,0.05063291139240507,0.02127659574468085,0.10526315789473684,0.00017314290661225905,0.0004264960910223,rumah klasik joglo full kayu jati di jalan kaliurang km 13,ngaglik sleman,rumah klasik joglo limas full kayu jati kuno kolam renang jalan kaliurang km 13 ngaglik,rumah dekat pusat belanja dekat sekolah dekat landmark
Rumah 2 Lantai di Plemburan Jl. Kaliurang Km.6 Dekat Ugm,"Kaliurang, Sleman",185000000000.0,5.0,3.0,1,150.0,200.0,0.1851566371194186,0.05063291139240507,0.010638297872340424,0.0,4.257144073469735e-05,0.00017008561545779098,rumah 2 lantai plemburan jl kaliurang km 6 dekat ugm,kaliurang sleman,jual rumah 2 lanta rumah plemburan jl kaliurang km 6 dekat kampus ugm spesifikasi,rumah dekat pusat belanja dekat sekolah dekat landmark
"Dekat Terminal Condong Catur, Rumah Semi Furnish Siap Huni","Ngaglik, Sleman",13000000000.0,3.0,2.0,1,103.0,90.0,0.012978432677821545,0.025316455696202535,0.005319148936170213,0.0,2.9142865469390134e-05,7.606844108413768e-05,dekat terminal condong catur rumah semi furnish siap huni,ngaglik sleman,dekat terminal condong catur rumah semi furnish siap huni spesifikasi luas tanah 103 m luas,rumah full furnished siap huni dekat sekolah
Dijual Rumah On Progress di Tepi Jalan Aspal Purwomartani,"Kalasan, Sleman",17000000000.0,3.0,3.0,1,113.0,125.0,0.01698257696716101,0.025316455696202535,0.010638297872340424,0.0,3.2000009142859753e-05,0.00010598299656666373,jual rumah on progress tepi jalan aspal purwomartani,kalas sleman,jual rumah on progress tepi jalan aspal purwomartani jual tanah mang aspal utara stadion,rumah full furnished siap huni dekat tempat wisata
TownHouse di Jl Palagan Jogja Ada Gym dan Kolam Renang,"Sleman, Yogyakarta",297000000000.0,4.0,4.0,1,110.0,146.0,0.29727267722092365,0.0379746835443038,0.015957446808510637,0.0,3.114286604081887e-05,0.00012393172985617938,townhouse jl palagan jogja gym kolam renang,sleman yogyakarta,townhouse jl palagan jogja gym kolam renang rumah jual rumah premium jongke,rumah
Jual Rumah On Progress di Timur Lapangan Sendangadi Sleman,"Mlati, Sleman",23000000000.0,4.0,3.0,1,190.0,240.0,0.022988793401170212,0.0379746835443038,0.010638297872340424,0.0,5.400001542857584e-05,0.0002042736788663922,jual rumah on progress timur lapang sendangadi sleman,mlati sleman,jual rumah on progress timur lapang sendangadi sleman spesifikasi luas tanah 190 m2 luas,rumah
"Rumah Type 45 di Jogja Area Gamping, 450 Juta","Gamping, Sleman",450000000.0,2.0,1.0,1,95.0,45.0,0.00041542997001896964,0.012658227848101266,0.0,0.0,2.685715053061444e-05,3.760686974946133e-05,rumah type 45 jogja area gamping 450 juta,gamping sleman,rumah type 45 jogja area gamping 450 juta luas tanah 95 m2 type rumah 45 kamar tidur 2,rumah
"Bisa Kpr, Rumah Murah Dekat Sleman City Hall","Sleman, Sleman",600000000.0,3.0,1.0,1,100.0,70.0,0.0005655853808691996,0.025316455696202535,0.0,0.0,2.8285722367349247e-05,5.897440937983708e-05,kpr rumah murah dekat sleman city hall,sleman sleman,kpr rumah murah dekat sleman city hall spesifikasi luas tanah 100 m luas bangun 70 m,rumah siap huni
Hunian Private di Kawasan Perumahan Banteng Jl Kaliurang,"Condong Catur, Sleman",48000000000.0,7.0,4.0,2,365.0,390.0,0.04801469520954187,0.0759493670886076,0.015957446808510637,0.05263157894736842,0.00010400002971429421,0.0003324789166486467,huni private kawasan rumah banteng jl kaliurang,condong catur sleman,huni private kawasan rumah banteng jl kaliurang spek luas tanah 365 m2 luas bangun 390,rumah dekat landmark
Rumah Murah Dalam Cluster 10 Menit Ke Ringroad Magiwoharjo,"Depok, Sleman",650000000.0,3.0,2.0,1,65.0,90.0,0.000615637184485943,0.025316455696202535,0.005319148936170213,0.0,1.8285719510205575e-05,7.606844108413768e-05,rumah murah cluster 10 menit ringroad magiwoharjo,depok sleman,rumah baru mewah limas mini cluster madinah residence jalan kaliurang km 13 dekat sma,rumah dekat sekolah dekat fasilitas sehat dekat landmark
Rumah Klasik Modern 15 Ke Ugm Di Jl Kaliurang Km 9,"Ngaglik, Sleman",700000000.0,3.0,2.0,1,99.0,75.0,0.0006656889881026863,0.025316455696202535,0.005319148936170213,0.0,2.8000008000002285e-05,6.324791730591223e-05,rumah klasik modern 15 ugm jl kaliurang km 9,ngaglik sleman,rumah baru putih klasik modern jalan kaliurang km 9 dekat pasar gentan harga 700 juta nego,rumah dekat pusat belanja dekat sekolah dekat landmark
Rumah Strategis Dekat Al Azhar Cairo  Di Jl Kaliurang Km 13,"Ngaglik, Sleman",690000000.0,2.0,1.0,1,121.0,50.0,0.0006556786273793376,0.012658227848101266,0.0,0.0,3.428572408163545e-05,4.1880377675536474e-05,rumah strategis dekat al azhar cairo jl kaliurang km 13,ngaglik sleman,rumah baru mewah manis banget harga murah sisa tanah luas jalan kaliurang km 13 dekat,rumah dekat sekolah dekat landmark
Dijual Rumah 2 Lt Dalam Perum Kahyangan Maguwo Jogja Siap Huni,"Maguwoharjo, Yogyakarta",165000000000.0,5.0,3.0,1,146.0,210.0,0.1651359156727213,0.05063291139240507,0.010638297872340424,0.0,4.142858326530951e-05,0.0001786326313099413,jual rumah 2 lt perum kahyangan maguwo jogja siap huni,maguwoharjo yogyakarta,jual rumah 2 lt perum kahyangan maguwo jogja siap huni puri kahyangan spesifikasi luas tanah,rumah siap huni
Rumah 2 Lantai di Kawasan Elit Perumahan Pesona Merapi,"Sleman, Yogyakarta",15000000000.0,6.0,5.0,4,1234.0,410.0,0.014980504822491279,0.06329113924050633,0.02127659574468085,0.15789473684210525,0.0003522858149388043,0.00034957294835294726,rumah 2 lantai kawasan elit rumah pesona rapi,sleman yogyakarta,luas tanah 1 234 m luas bangun 410 m bangun 2 lantai kamar tidur 6 kamar mandi 5 air sumur,rumah
"Dekat Terminal Condongcatur, Rumah Murah Jogja, SHM Bisa Kpr","Kaliurang, Yogyakarta",131000000000.0,3.0,2.0,1,103.0,90.0,0.1311006892133358,0.025316455696202535,0.005319148936170213,0.0,2.9142865469390134e-05,7.606844108413768e-05,dekat terminal condongcatur rumah murah jogja shm kpr,kaliurang yogyakarta,rumah jual rumah condongcatur sleman jogja strategis dekat jl kaliurang km 8 sleman,rumah dekat sekolah dekat tempat ibadah dekat landmark
Rumah Mewah 2 Lantai di Sleman Yogyakarta Dekat Ugm,"Depok, Sleman",4000000000.0,3.0,3.0,1,218.0,286.0,0.003969108026807746,0.025316455696202535,0.010638297872340424,0.0,6.200001771429077e-05,0.00024358995178628355,rumah mewah 2 lantai sleman yogyakarta dekat ugm,depok sleman,rumah mewah 2 lantai fully furnished punya ruang keluarga luas baru renovasi lantai marmer,rumah full furnished dekat pusat belanja dekat sekolah
"Rumah Di Cluster, Sleman Yogyakarta","Sleman, Yogyakarta",125000000000.0,3.0,3.0,1,172.0,100.0,0.12509447277932662,0.025316455696202535,0.010638297872340424,0.0,4.885715681633052e-05,8.461545693628798e-05,rumah cluster sleman yogyakarta,sleman yogyakarta,rumah one gate system akses jalan depan 2 mobil dekat stadion maguwoharjo,rumah dekat tempat wisata
Rumah Siap Bangun Dua Lantai 3 Kamar Tidur Potorono,"Banguntapan, Bantul",1000000000.0,3.0,2.0,1,108.0,70.0,0.0009659998098031464,0.025316455696202535,0.005319148936170213,0.0,3.057143730612494e-05,5.897440937983708e-05,rumah siap bangun lantai 3 kamar tidur potorono,banguntapan bantul,jual rumah lantai 3 kamar lingkung rumah jalan wonosari km 9 jual rumah minimal 2,rumah dekat fasilitas sehat dekat tempat wisata
Rumah 2 Kt 1 Km Harga 1 M Seberang Hotel Sheraton,"Depok, Sleman",1000000000.0,2.0,1.0,1,119.0,100.0,0.0009659998098031464,0.012658227848101266,0.0,0.0,3.371429534694153e-05,8.461545693628798e-05,rumah 2 kt 1 km harga 1 m seberang hotel sheraton,depok sleman,damba rumah idam nyaman keluarga muda anggar jangkau milik,rumah
Kost 2 Lt Di Belakang Apartement Barsa City Dekat Kampus UAJY,"Caturtunggal, Sleman",38000000000.0,12.0,4.0,2,282.0,180.0,0.03800433448619321,0.13924050632911392,0.015957446808510637,0.05263157894736842,8.028573722449636e-05,0.0001529915837534904,kost 2 lt belakang apartement barsa city dekat kampus uajy,caturtunggal sleman,kost jual caturtunggal dekat banyak kampus jual kost lokasi strategis caturtunggal sleman,rumah dekat pusat belanja dekat sekolah
"Kost 3 Lantai 21 Kamar Furnished di Depok, Sleman","Depok, Sleman",6000000000.0,21.0,24.0,4,245.0,600.0,0.005971180171477479,0.2531645569620253,0.12234042553191489,0.15789473684210525,6.971430563265875e-05,0.000511966249543803,kost 3 lantai 21 kamar furnished depok sleman,depok sleman,jual kost eksklusif 21 kamar maguwoharjo dekat jogja bay lokasi maguwoharjo depok sleman,rumah full furnished dekat sekolah dekat tempat wisata
Rumah 2 Lantai Maguwoharjo Dekat Pintu Tol 2 Lantai Shm,"Maguwoharjo, Yogyakarta",14000000000.0,3.0,3.0,2,110.0,124.0,0.013979468750156411,0.025316455696202535,0.010638297872340424,0.05263157894736842,3.114286604081887e-05,0.0001051282949814487,rumah 2 lantai maguwoharjo dekat pintu tol 2 lantai shm,maguwoharjo yogyakarta,wujud rumah impi jadi nyata nuansa alam padu akses kota mudah,rumah dekat akses transportasi dekat pusat belanja dekat sekolah
Rumah Dalam Perumahan Kota Yogyakarta Umbulharjo,"Umbulharjo, Yogyakarta",11000000000.0,3.0,2.0,1,62.0,75.0,0.010976360533151812,0.025316455696202535,0.005319148936170213,0.0,1.7428576408164688e-05,6.324791730591223e-05,rumah rumah kota yogyakarta umbulharjo,umbulharjo yogyakarta,jual rumah rumah letak kodya kota yogyakarta luas tanah 62 m luas bangun 75m,rumah dekat akses transportasi dekat sekolah
Rumah Siap Bangun Di Perumahan Millenial Paradise Resindence,"Ngemplak, Sleman",900000000.0,3.0,3.0,1,116.0,60.0,0.0008658962025696596,0.025316455696202535,0.010638297872340424,0.0,3.285715224490064e-05,5.042739352768678e-05,rumah siap bangun rumah millenial paradise resindence,ngemplak sleman,rumah siap bangun 2 lantai 1 lantai jadi pilih baik investasi dijogja banyak pilih,rumah
Dijual Rumah Minimalis Termurah di Condong Catur Type 50 76,"Condong Catur, Sleman",825000000.0,2.0,1.0,1,76.0,50.0,0.0007908184971445446,0.012658227848101266,0.0,0.0,2.1428577551022156e-05,4.1880377675536474e-05,jual rumah minimal murah condong catur type 50 76,condong catur sleman,jual rumah minimal murah condong catur cari huni tenang nyaman area segitiga,rumah dekat pusat belanja dekat sekolah
Rumah Sidomoyo 1 Lantai Fully Furnished,"Godean, Sleman",115000000000.0,3.0,1.0,1,135.0,100.0,0.11508411205597793,0.025316455696202535,0.0,0.0,3.828572522449292e-05,8.461545693628798e-05,rumah sidomoyo 1 lantai fully furnished,godean sleman,rumah cantik siap huni lokasi strategis pinggir keluar langsung jalan raya godean sertifikat,rumah full furnished siap huni
Rumah Siap Bangun Di Maguwoharjo Depok Sleman,"Depok, Sleman",107000000000.0,3.0,2.0,1,98.0,72.0,0.107075823477299,0.025316455696202535,0.005319148936170213,0.0,2.7714293632655323e-05,6.068381255026713e-05,rumah siap bangun maguwoharjo depok sleman,depok sleman,jual rumah siap bangun dalam ring road yogyakarta maguwoharjo luas tanah 98 m2 luas bangun,rumah
"Rumah Baru Minimalis Modern Dengan Mezzanine di Mlati, Sleman","Mlati, Sleman",775000000.0,3.0,1.0,1,133.0,60.0,0.0007407666935278013,0.025316455696202535,0.0,0.0,3.7714296489799e-05,5.042739352768678e-05,rumah baru minimal modern mezzanine mlati sleman,mlati sleman,jual rumah baru siap bangun konsep modern lengkap mezzanine mlati sleman,rumah dekat pusat belanja dekat sekolah
Rumah Luas Dan Megah 2 Lantai Siap Huni Dalam Perumahan di Sleman,"Sleman, Yogyakarta",35000000000.0,5.0,4.0,2,357.0,450.0,0.03500122626918861,0.05063291139240507,0.015957446808510637,0.05263157894736842,0.00010171431477551851,0.0003837610117615485,rumah luas megah 2 lantai siap huni rumah sleman,sleman yogyakarta,kode 1021 magnet kawasan 60 meter langsung jalan magelang 4 menit sma n 1 sleman 5 menit,rumah siap huni dekat sekolah
Rumah Modern Bagus Full Furnished 7 Menit Ke Sleman City Hall,"Ngaglik, Sleman",17000000000.0,2.0,1.0,2,114.0,114.0,0.01698257696716101,0.012658227848101266,0.0,0.05263157894736842,3.2285723510206716e-05,9.65812791292984e-05,rumah modern bagus full furnished 7 menit sleman city hall,ngaglik sleman,yukk milik segera rumah siap huni modern full furnished perum sariharjo ngaglik sleman,rumah full furnished siap huni dekat pusat belanja
Villa 2 Lantai Konsep Kontemporer di Sleman Dekat Ske Edupark,"Gamping, Sleman",16000000000.0,3.0,2.0,2,94.0,110.0,0.015981540894826146,0.025316455696202535,0.005319148936170213,0.05263157894736842,2.6571436163267477e-05,9.316247278843828e-05,villa 2 lantai konsep kontemporer sleman dekat ske edupark,gamping sleman,kode 1006 magnet kawasan 3 menit jalan kabupaten 5 menit ske edupark 7 menit ke,rumah dekat pusat belanja dekat tempat wisata
Rumah Industrial Minimalis Siap Huni di Sleman Dekat Kampus Ukrim,"Kalasan, Sleman",599000000.0,2.0,1.0,1,88.0,45.0,0.0005645843447968647,0.012658227848101266,0.0,0.0,2.4857149959185704e-05,3.760686974946133e-05,rumah industrial minimal siap huni sleman dekat kampus ukrim,kalas sleman,kode 1037 daya tarik kawasan 4 menit rs panti rini 7 menit kampus ukrim 8 menit,rumah siap huni dekat akses transportasi dekat pusat belanja
Rumah 2 Lantai Siap Huni di Tegalrejo Dekat Tugu Yogyakarta,"Tegalrejo, Yogyakarta",35000000000.0,2.0,3.0,1,302.0,302.0,0.03500122626918861,0.012658227848101266,0.010638297872340424,0.0,8.600002457143559e-05,0.00025726517714972405,rumah 2 lantai siap huni tegalrejo dekat tugu yogyakarta,tegalrejo yogyakarta,kode 1017 magnet kawasan keluar rumah langsung magelang 6 menit tugu jogja 6 menit,rumah siap huni dekat sekolah
Rumah Minimalis Modern Siap Huni di Gamping Dekat Rs Pku Gamping,"Gamping, Sleman",450000000.0,2.0,1.0,1,100.0,50.0,0.00041542997001896964,0.012658227848101266,0.0,0.0,2.8285722367349247e-05,4.1880377675536474e-05,rumah minimal modern siap huni gamping dekat rs pku gamping,gamping sleman,kode 960 magnet kawasan 5 menit jalan nasional 3 6 menit rs pku gamping 6 menit,rumah siap huni dekat sekolah dekat fasilitas sehat
Rumah 2 Lantai Siap Huni Semi Furnish Dalam Perumahan di Sleman,"Ngaglik, Sleman",31000000000.0,7.0,7.0,1,335.0,191.0,0.030997081979849142,0.0759493670886076,0.031914893617021274,0.0,9.542859869388534e-05,0.00016239330119085572,rumah 2 lantai siap huni semi furnish rumah sleman,ngaglik sleman,kode 1013 include semi furnished wifi cctv 2 tank air 7 ac lemari 6 kasur 5 tv,rumah full furnished siap huni dekat pusat belanja
Rumah Lokasi Strategis Dekat Kampus Yogyakarta,"Ngaglik, Sleman",135000000000.0,3.0,2.0,1,144.0,88.0,0.13510483350267527,0.025316455696202535,0.005319148936170213,0.0,4.0857154530615584e-05,7.435903791370763e-05,rumah lokasi strategis dekat kampus yogyakarta,ngaglik sleman,rumah huni aman nyaman lokasi strategis dekat fasilitas umum kampus sekolah,rumah dekat sekolah dekat landmark
Rumah Second Di Perumahan Fortuna Mansion Trihanggo,"Gamping, Sleman",990000000.0,3.0,2.0,1,130.0,120.0,0.0009559894490797976,0.025316455696202535,0.005319148936170213,0.0,3.685715338775811e-05,0.00010170948864058859,rumah second rumah fortuna mansion trihanggo,gamping sleman,harga 990 juta nego milik langsung luas tanah 133 meter luas bangun 120 meter 3 kamar tidur 1,rumah
Rumah 2 Lt Seberang JEC Lingkungan Perumahan One Gate System,"Banguntapan, Bantul",185000000000.0,4.0,2.0,2,111.0,178.0,0.1851566371194186,0.0379746835443038,0.005319148936170213,0.05263157894736842,3.142858040816583e-05,0.00015128218058306034,rumah 2 lt seberang jec lingkung rumah one gate system,banguntapan bantul,property letak belakang hotel grand roh utara jec jarak property dengan jec,rumah
